Gamma,chi,psi1,psi3,alfa,taylor1,taylor2,taylor,kappa
0.14674421198559395,-1.3965875469938804,0.27685412205472681,0.37452672203291271,0.47979940686254363,1.2738242713554877,0.1650177713498362,0.89416965904927748,0.581372164876652
0.23730404874296823,-1.4352844307345967,0.42493371253630396,0.31138941736221126,0.24302414432695868,1.4072563480318103,0.33331917885411522,0.72970584212218004,0.54971665137466519
0.20750293469702163,-1.3219578079440402,0.10656691898363511,0.39479333141712825,0.48462046239208689,1.3845082169982827,0.29845383391254093,0.72315359513340716,0.71878268413201396
0.11213320276247916,-1.3550254911596828,0.11241816502279259,0.2063968488121555,0.33128726440896283,1.1585830344453003,0.065569398770105883,0.72815816126310706,0.73202046607933657
0.23358320865025434,-1.4146782752593996,0.34539281066478988,0.31362780089596209,0.30559078339677703,1.3364549640052801,0.12726789319219195,0.68513801626636739,0.726213015773024
0.097909026935323787,-1.3732978935640845,0.37763547994598679,0.4049739187576582,0.25444893041655992,1.3026831172085198,0.01806724918726928,0.59161331759408453,0.84850182893693271
0.069050934889016286,-1.2524547802401256,0.14964975807596689,0.49614814567522869,0.26832115868041312,1.1502957874000859,0.461611506601319,0.57924397750821111,0.50222334620718101
0.16753740984699472,-1.4174075550499778,0.33136924377712618,0.45466307400536154,0.4516346181646691,1.3044906603309934,0.20909979428284126,0.80835245331026928,0.91990977047340361
0.12259008738278025,-1.3741264928553683,0.23720527984557505,0.15871257091109173,0.15258286520257447,1.3257673742125986,0.033039199799711726,0.85610569569949302,0.88458455955361226
0.095415711130337755,-1.2529798349893402,0.35168093905874698,0.26089934737208353,0.17027341814692087,1.2710724014930854,0.47969022205756545,0.51490896188819479,0.53841960314733328
0.15098954173830764,-1.3405620308175603,0.45164577358342506,0.38394142010392118,0.38496799575992391,1.0131062463259077,0.007326182222329513,0.5676481744221693,0.81110887046646529
0.094062037377834015,-1.3343076609152837,0.17894605072837677,0.29933016813429425,0.34415869611545824,1.1811359269688011,0.013465536550800149,0.86393304770741008,0.69318074831632914
0.11809971777571737,-1.3327447215717787,0.26441182246982531,0.19348109493749918,0.36853110868286609,1.0803987609953796,0.20203443571428964,0.53379280111556182,0.77435892860581568
0.13105300358769306,-1.3983233689110959,0.38848939871170729,0.46375705220469821,0.34383120940002165,1.48383153304145,0.053678812338679417,0.805360488010057,0.60752426716132513
0.24393961848364898,-1.48997026911817,0.10088030882032292,0.46300943205278888,0.39887183995211639,1.2942787221338001,0.14546985308724333,0.94668795838554876,0.89270098904838746
0.24405235852270529,-1.4998059668833907,0.20360544930213645,0.11173100128525056,0.46551198396521909,1.2468981329093418,0.20601085182855119,0.73527351620500747,0.58720806844172801
0.12974796426810523,-1.360947276232978,0.12110020849823117,0.46410933910350682,0.28324456551947735,1.2826081501030753,0.36377495138534738,0.59975511592502451,0.93246054863886152
0.058733236352023627,-1.275946077296781,0.22948244061188794,0.38710308432643348,0.2035630420529988,1.0248562117285704,0.41748040753182947,0.91961430909678166,0.50135652930934782
0.069455511657377858,-1.3674678279154215,0.35378024147405718,0.21909644502279138,0.2973873193197436,1.1628557484726025,0.015971517898153671,0.78842704310973,0.78644422739299569
0.21872448276264095,-1.3082369409572236,0.36901620747876507,0.35823649737821472,0.44428837831854906,1.4178908436118198,0.26644398251390039,0.57502801707531992,0.74483409849208482
0.2150724034768024,-1.3156700989209522,0.38289003542112809,0.10236067507139128,0.47806611114013742,1.3528664361154996,0.022997312113077602,0.91127367527722991,0.56614233923796142
0.17869038424470735,-1.3738928609487295,0.27491921876970915,0.1957193287098192,0.46987259373565338,1.2834759893164691,0.3906150861037801,0.93237273020155698,0.78923789727855187
0.063623456118540644,-1.2617677637370259,0.41724752493074579,0.25174569168377658,0.30580678164531833,1.2681416976209425,0.10955174610618879,0.73345521437155148,0.8653403777972104
0.22406211867832743,-1.3138782933197499,0.24489000390916152,0.32834678348867352,0.26694657272596378,1.2475949003019335,0.29551155381024008,0.65501236527146744,0.79904064832763955
0.20377631330642776,-1.4220971379667049,0.11910802445466113,0.42404792086643617,0.24490210099501114,1.0679828504960831,0.34092750829878604,0.7015353266206118,0.57385563927221683
0.13822051638908142,-1.4613723732957697,0.33618431152776163,0.3959184432471734,0.2808821968211791,1.0476791746541687,0.27060809384945139,0.94023224807605965,0.94925814291208843
0.064830532187835355,-1.3729690677738262,0.28602996372109191,0.11064811768495982,0.24391342469038016,1.3176162470135073,0.31275613888587472,0.91732964565046571,0.79500670606585888
0.17901003434504154,-1.4633080728975651,0.24107654221815056,0.35379156994619154,0.40696010286453677,1.0935247142500175,0.019089552968031782,0.58529018238952923,0.86961526073930084
0.24920816937769041,-1.2630887235497148,0.13440900721361862,0.35553113411732262,0.37734878196744082,1.4075983329522919,0.44110790169562308,0.6841985067134444,0.51348613581286129
0.10996314247426602,-1.4357422189840434,0.11704837127548215,0.15119602837527107,0.14894880994479143,1.053430942625222,0.19687503375628945,0.60699841307382707,0.75762130831021912
0.066292801566971871,-1.3764675459294666,0.35428822115271075,0.29526355765183832,0.2249564623092335,1.030500095500684,0.10215874323828944,0.5531945158219993,0.94085684399095904
0.1734291979219903,-1.267314541571583,0.37574052093309385,0.29272361958768889,0.37190821042995648,1.3430027404646914,0.10016724608557651,0.59931056760256807,0.85277825142443908
0.072835464637390518,-1.4798319800163253,0.21050780487692669,0.2985796071384787,0.48966595986650774,1.1733954611947968,0.34928177775658104,0.62836969199389225,0.80249250725810772
0.19564038332895095,-1.3464395506610438,0.25374659825949764,0.40418933932001178,0.3259224162660691,1.2814228198434696,0.067134941799470493,0.59188342788797355,0.83379208017892126
0.19755433160320207,-1.3410074538253594,0.16605567449356834,0.21814652942175389,0.2004155305018574,1.2246500837240295,0.45058201873026538,0.71691423705841417,0.89890453393575975
0.055441391359978137,-1.3382212813848695,0.45265547789764193,0.31967103289365661,0.41200138750543081,1.1945936981839931,0.22511801128259543,0.78188309362933328,0.76887590611359169
0.12673325666401153,-1.4752332447918679,0.36496641392046447,0.34982725364580614,0.3804499907912402,1.4402171775971495,0.092044582291920057,0.73244676220007487,0.56250513957764758
0.23905100183310907,-1.4937685344728258,0.47988734719664194,0.31512447183764847,0.3395665481006267,1.0129721721907725,0.44599126459917038,0.77426143867102359,0.57823325698552097
0.16404491437289898,-1.270763863235669,0.26370147253917886,0.13232752748822701,0.32108641240743763,1.4684480531028306,0.20050744715452873,0.70614589158333874,0.6485497563624214
0.064172284461725043,-1.4537508065636089,0.45452246645716876,0.19431037184656536,0.23344635957280249,1.1594696719000765,0.36345950713202346,0.87675065184204926,0.8780233572252456
0.061496344954721574,-1.3751802464606158,0.32900515518916978,0.4949763340135479,0.47297349832681645,1.226073870274039,0.10425228363317501,0.52903672688490722,0.85409935138398274
0.17130508992877402,-1.4796230771067205,0.45675882959911418,0.32058345196891169,0.245214081999826,1.4537140783670979,0.47085068450533979,0.59450005682693585,0.89943146079959368
0.056634329903945672,-1.2906526142777448,0.39054988794230816,0.24671798084715679,0.40424382578563611,1.2699991745940453,0.022260572640230188,0.86331926081575605,0.56417604838276769
0.16548235457359139,-1.3108515216647416,0.30988251352222718,0.42315960819976173,0.29852107553940577,1.1746778402430724,0.21974913994906126,0.70255239881247711,0.80155420903538088
0.11220846306077667,-1.4787544904034737,0.11624116937065879,0.14876711849334995,0.11932931000125127,1.1885339366420542,0.30781825051712047,0.6180136541504021,0.71981638682792193
0.18501685679945112,-1.4937311159527622,0.4138763025579496,0.21571704148933227,0.24194321391684256,1.3174637201051271,0.088770052110791267,0.65722468310716675,0.90757988016155311
0.076038873962831349,-1.4337313575767012,0.38994083895895482,0.30176713123825871,0.1628481653102446,1.0319949582957795,0.18094166778643919,0.81819175991074478,0.6480282202658425
0.16709574425992424,-1.3695595418009872,0.40969064763350638,0.10920061231244799,0.17145163766934146,1.3902092474272851,0.019711517989642151,0.61518209103680421,0.70596357423254374
0.20021517732151717,-1.3914254783343079,0.11327894260855788,0.37969609594063924,0.23104579341878806,1.3166762873482036,0.010028287771696396,0.93431003494260989,0.77889665276854159
0.20399126141893859,-1.38056545290168,0.4233971050173706,0.13423298990099511,0.32557577014631583,1.2839971848155829,0.27285270293730596,0.56385236345362977,0.59162707398494319
0.089791095288476785,-1.4025614019479558,0.38625152776757476,0.36747033335330603,0.47145513342493706,1.4886120367118676,0.034727564851325776,0.8506844028873759,0.89584556630419432
0.12756767052668505,-1.4881412422191391,0.15011761514774286,0.45793319989835291,0.20731503434505225,1.084031953701124,0.10630366876013528,0.93551069698033906,0.79325631184341572
0.17217635200000997,-1.3584518496435807,0.13838371398710325,0.1195292875409021,0.34910936561602091,1.3635899142952486,0.14475653026285534,0.81422711751831778,0.90645052238536128
0.16980769608297608,-1.2512989772091241,0.24196945564367806,0.37234743291593198,0.38964984866319818,1.0892914710861037,0.25462513526292707,0.66750325624002615,0.82784958612072923
0.083605250236398587,-1.409329191260597,0.29872254451984259,0.17221870056240549,0.22073667618431361,1.0615786699887853,0.17054324253620637,0.83529639061444216,0.88535679231772157
0.22922477240690498,-1.4777228014384729,0.22974016048775309,0.12850791039255485,0.22939810780811504,1.3480070270610169,0.47689159467108944,0.929616766094993,0.51774197277901624
0.09683875034550149,-1.2955131647604263,0.10549182419070634,0.22539397929243393,0.16702057661124414,1.1121419154525665,0.26833787712541846,0.57124730102203758,0.79393340469984297
0.22801032866626714,-1.3634304959520211,0.28792398377131634,0.42730880351999512,0.33650757319404334,1.2166010204604507,0.053226271448144048,0.91362591822082218,0.59200260624562839
0.16219691964296828,-1.4883471376024116,0.34030547250367871,0.4227583102750665,0.36393824558601229,1.0882366170367785,0.069721137123336219,0.92387663469657888,0.88164562803159185
0.12437712589553258,-1.4111807124241569,0.27363534828610347,0.13845414193719574,0.43932225847260342,1.1087870722788011,0.3485351155175781,0.57864432798593957,0.57291235641916682
0.20408144587152943,-1.4297360119103231,0.10514497327527678,0.11418207388054233,0.27505852818888998,1.2633490097568225,0.028419063417658447,0.58915794578003045,0.91528165041069842
0.080949726914040537,-1.2918857866557163,0.43185735209689469,0.39910809813885773,0.18134938282031729,1.1642696977935916,0.47189997217213947,0.80355562019501159,0.91794464009891552
0.17233262060480115,-1.250867796781389,0.32340879143475865,0.39178257371007563,0.28587768236754063,1.4619106395891905,0.48327826138242808,0.63251059613243554,0.63680184721042554
0.13868014802879791,-1.3319519858699944,0.25765436808662534,0.41301372424711569,0.26037009996917782,1.1453747440520703,0.081810750180719885,0.532999754717978,0.60813153369751294
0.16452710162093137,-1.2718820579317398,0.15706495422543512,0.240331008641329,0.21923153944018928,1.4600105482044963,0.37091135234317968,0.58241468175374522,0.72792781217426139
0.16818962033338658,-1.3269492591368768,0.15720392760603039,0.11504263532431858,0.28264698807065375,1.0164963626068051,0.33681381508226893,0.51552356476062189,0.58470354377867739
0.071086876851174874,-1.4325532237014267,0.19734612303418045,0.40737348242971771,0.1322320878241329,1.2876963439156406,0.38508251329031645,0.93741247847763143,0.80922578314329985
0.21787072219134224,-1.3909315449007624,0.22227207073312019,0.4605181699417964,0.12906969137266239,1.1943209312960887,0.10125824345528239,0.5066019837941742,0.5413929625285524
0.21896651397745148,-1.3039971844295157,0.19819172296147017,0.18939084832453054,0.24652489868024666,1.2700476508771614,0.39407155521377024,0.51840037170438236,0.66315633441382627
0.21667456778914235,-1.4171079006987852,0.17151278214711524,0.47618785875154657,0.40352822700451241,1.3622601531854026,0.34846318886607136,0.66027178625943328,0.92187175039636615
0.1993310422009742,-1.4666009583869652,0.12687068456274039,0.38519870842154413,0.11469943957283815,1.4655615173146377,0.26517932472798733,0.75208395081675472,0.70804910248125053
0.21980258240807465,-1.4195538326509809,0.30550497900977225,0.35859499115312032,0.45361707526857631,1.1412503348530088,0.43396518814561374,0.76117754552379147,0.73227483234441459
0.093925174048227561,-1.4491398070188608,0.29475883661950791,0.243255388959878,0.47711347051737452,1.2892621914265256,0.33082428448815748,0.85470908333814088,0.77155150095426017
0.22735969465280031,-1.4580288495961757,0.47370673629319915,0.11819724285839882,0.12263149134685555,1.4446983273921143,0.49984949936781392,0.88734400141295877,0.82040332083105894
0.11531182393632533,-1.3533590760068197,0.10751384232064468,0.2032775294039558,0.36744407432552517,1.4690912290008882,0.40567837530635309,0.71005871945323185,0.81750587023340393
0.098031761784908356,-1.343734826268699,0.26280912164106252,0.44412890674334748,0.44922719144231138,1.4131612756307068,0.13739957758337892,0.72599926403759585,0.71198196872587705
0.24691329519673449,-1.3731498572744689,0.45052714452415332,0.34182996236187835,0.12176369321732826,1.3662599097406947,0.12853904150430445,0.9379947712281691,0.68569787278255356
0.23582821682427269,-1.2615817073846243,0.48627704965070984,0.26640911421301056,0.1853898939983174,1.0332429335549387,0.094273287681272674,0.90433431414886112,0.87243693801376576
0.20258519146037934,-1.2628171111770403,0.47753680315315739,0.24198429894539927,0.20221368419837804,1.2409957635494608,0.27548110819263255,0.83825112804417046,0.86048511603688138
0.22475119168194341,-1.2574861001395028,0.14325941705302903,0.19261369484126858,0.34945430331081628,1.3487183959136189,0.24342985636940984,0.54367956950197904,0.63115217114686839
0.058513001360699805,-1.4212998019776932,0.25595398006426462,0.26282030824765834,0.25402558850070001,1.2304603114784536,0.41159126139812585,0.60986576480332855,0.5440821929047206
0.16908314326227417,-1.4872673738236417,0.31606641104869537,0.48384457834408423,0.47613754428437238,1.0252553710200694,0.030502753712623992,0.91475006713106399,0.84013657834642297
0.096515008255385171,-1.2739141078214546,0.39166072454895706,0.18403628688559981,0.3885688881022421,1.0220290953503568,0.37298025154316478,0.606470078625162,0.65781307103851905
0.18411931425726169,-1.3309251130037976,0.33579458891788894,0.265268649886925,0.35091563501379563,1.2175047771884724,0.29117135811801392,0.5307720176739219,0.55339221858913856
0.20150631171371136,-1.4738271673872108,0.30777568582174752,0.31417332567362344,0.23515860107286812,1.3574609121042287,0.44158726410353688,0.92669368551215858,0.82363185692140339
0.067469060332496125,-1.4866115651277831,0.17245121124257606,0.43490783957623513,0.44740155630166933,1.3789907671290251,0.078090668847096548,0.79259216912998331,0.70716443157414544
0.22167309308688748,-1.2893808033345631,0.26600712552614214,0.19395339025650182,0.18072871591035022,1.3249700514312104,0.31631198527474774,0.82398004943914693,0.89324530084469655
0.093445345318889372,-1.4942658365341885,0.38471510961214228,0.34837126717880551,0.28753758372612748,1.2412769930452163,0.19143493903635675,0.58203029805008377,0.7386589471447973
0.16131694382060491,-1.4036831509501202,0.12482287927112036,0.25785384404065981,0.11340770128122625,1.0207413045656482,0.24669042891771559,0.61403382071183121,0.91550064836364142
0.073012504024516409,-1.4303093116106724,0.37098145070067023,0.1973446715794426,0.18472469171155531,1.1874076953482555,0.36598380312728052,0.71544165913196334,0.71266922560585633
0.095746474489006417,-1.3672405562909236,0.43364396802928629,0.33807405731489737,0.40485661470777801,1.3765750268982941,0.33755365007599974,0.79329092630336029,0.54897258598295395
0.13201579610019759,-1.4447443900561301,0.48268688812977933,0.44049442393663008,0.4025956270583122,1.3601535077832887,0.20137234532059201,0.8583746996604138,0.7230230861241993
0.21319252732406951,-1.3274315766814964,0.28842560488502611,0.20378529411237303,0.28911977318827498,1.3708548451484455,0.035342362058885503,0.8766431577369137,0.63586410897256374
0.20564957296510122,-1.3540283147406822,0.24538549381111299,0.47266131655080101,0.24739606107504786,1.3418733122214437,0.15518933250878333,0.68841475381342243,0.870040944818262
0.22484123996954003,-1.4891987355899186,0.26080189014367761,0.21646172489076809,0.30851366353730381,1.2497827933491585,0.39343872833966065,0.90664881110165996,0.72530848321697372
0.10939355495549238,-1.3767099607911579,0.25891549381334511,0.41730530280818179,0.24842830298562613,1.0150379677902497,0.094912303784262103,0.57028982078722767,0.82152527027601963
0.18101640493277721,-1.3106309382287269,0.49925451853544756,0.18666066934254982,0.38367813016531804,1.1619313275830347,0.39279607677040429,0.65834582792171237,0.93080337132830504
0.20833226649246772,-1.3528538181033849,0.37456540485893641,0.47212501825555553,0.4255207381391487,1.3050673673967195,0.39847915727778999,0.7538324002616007,0.82684427448052578
0.078213646460481345,-1.2565811681651105,0.42712161264182902,0.44608162111159,0.18981217030204212,1.2222811965625584,0.39727989286344645,0.53122224332870194,0.61502258727657866
0.12564753246301863,-1.4712007206988806,0.36266438534871426,0.22442496063483899,0.34565278860653847,1.0194168066650435,0.16275741357676224,0.75447860406960876,0.59612540184060836
0.15914145455801848,-1.4415034083738654,0.26591064611468951,0.2121251639345107,0.22908817014806415,1.238713421694112,0.38261629031915467,0.94790232710364264,0.76033146900355608
0.19353269763707404,-1.2969004334074608,0.35610617507214781,0.13166988792034651,0.37513996172699993,1.3959336166268375,0.45901627088005176,0.59002054806183324,0.87914863625675355
0.077612009508489954,-1.388648927794816,0.25536571015465864,0.32851866071567681,0.31600109442258939,1.2286187147635192,0.0089772004622642992,0.78971014563315134,0.94799366126081752
0.11703837236525261,-1.4310404989395205,0.49835998884013266,0.19077958948472551,0.39960886967601195,1.2629405572168249,0.37169685929297624,0.81097918414132364,0.6749069027089365
0.18499152777265515,-1.4358856563812863,0.10032309335523325,0.28545315716482866,0.39085536985993408,1.1979976155764818,0.44359781845478236,0.50055483762668473,0.56775082944051491
0.21053513107554517,-1.3546051280123887,0.27419705244885345,0.14257576070601649,0.41785473072068968,1.2390722394293507,0.46109841520371908,0.89309252457120891,0.6169230353477877
0.19034224160165208,-1.3510685953262307,0.43331105816897164,0.23635542278469157,0.15948855914903243,1.3381645257512049,0.37104312554626412,0.76714285211991684,0.5772178531505765
0.13806222240110114,-1.3629575260083155,0.22366426297151423,0.25399888046955527,0.24249533032554349,1.4436010782044753,0.24238945033277406,0.54690626977518986,0.81553296147068699
0.21084193820073749,-1.296535165775023,0.30833508179022467,0.37948533996611267,0.43984704822385057,1.0244020608522542,0.40313004392542939,0.84296869730328527,0.60416745498016833
0.16423368503790614,-1.4752894608844691,0.25480006765400831,0.39959287115453923,0.44698556782589138,1.1809395699593381,0.3459361520060944,0.6480410521746045,0.8383287738189984
0.051443716921640854,-1.2675606863976172,0.37851989006121167,0.34955721649978067,0.20474997771418529,1.4749430169435203,0.44808905360797091,0.52500994610777552,0.76794269605271781
0.19627421821888752,-1.4766302210601374,0.12674504989954913,0.47030170036371854,0.17377406109088811,1.0643124542566984,0.41391851749319208,0.79248492357950218,0.80425857657256439
0.10576494771614962,-1.4423642514542925,0.26521924191978752,0.10281462257698348,0.21987756623158558,1.1854766437503985,0.34160089465843629,0.6228726269522884,0.84061027482069828
0.073878009893684732,-1.3487751299489246,0.48660797793362776,0.40808469701049987,0.12500980796072494,1.0913946682985813,0.24395673053866257,0.71641548648919395,0.74911377353324204
0.23654467094688209,-1.4510810919854875,0.4582059908688666,0.30467962520557001,0.26184131629910934,1.0000154193836275,0.39360282206677144,0.6050124918125237,0.78509230937875973
0.24849071608248735,-1.3568171586819169,0.23882126483855953,0.27843723810974852,0.22547482718092304,1.37210182174149,0.3325726531548307,0.90532043990395628,0.55095050499085407
0.10645885116911856,-1.4331045329663268,0.37626091415544183,0.21451247072381707,0.10721645745483328,1.4909828491334007,0.034293386261568574,0.86461490319260348,0.5790820177275553
0.12552162519852644,-1.3284095265310503,0.43451751862890253,0.40976246541245898,0.39176982677673788,1.198995691983411,0.078929092953365004,0.69744380970432229,0.58408737345851724
0.062486470735925295,-1.3034819775591215,0.14811498830303552,0.25088934606103058,0.43123804885995554,1.1822120214085849,0.25583244583507697,0.59435888474663534,0.70104341408219073
0.18083318704509033,-1.2568611104975351,0.45635718388974711,0.36034129526045622,0.22126168122035184,1.3699210365039347,0.32582320326587727,0.544505078883329,0.74378106618392603
0.13695129469272313,-1.4839760857649114,0.4658364520823367,0.42666977745113266,0.27064103241317827,1.2170773641280117,0.090892826291493728,0.90077304008474246,0.7208273298822977
0.080450532854918738,-1.4159284391258993,0.34658947229978376,0.35702238763261762,0.44463344126822235,1.076876023521969,0.15306837026326078,0.90584944137316781,0.93333225774167761
0.088780477066523603,-1.4983204029335078,0.35766393860521506,0.25995918544151397,0.28862824637943196,1.0237365004610999,0.29312839351540426,0.92815854265937092,0.786953637955635
0.19692269802105972,-1.3076561470154617,0.13924328710847864,0.41323152173578881,0.21020331368772657,1.2772845207916821,0.3150515366354546,0.66709723975042412,0.53647744736977465
0.20599005077432081,-1.3230464839998213,0.22511395345963425,0.17321922380597732,0.12022206064324359,1.4122295408933569,0.32009341772856625,0.71339216461700605,0.83002952331691371
0.12192287957299337,-1.2833249893904122,0.17172067891297804,0.45834384046352983,0.30184128064972982,1.4249705272737589,0.36149513920517329,0.89448587681746705,0.60488358295116185
0.15856068994690789,-1.4685171535379449,0.30367671041522315,0.28236609685352632,0.34558932325185904,1.1701727259595538,0.28730863483716979,0.92774472214845694,0.79159303627973454
0.2183474996479593,-1.269839215923072,0.35000720089685811,0.33356666376344568,0.46736387975695459,1.3905765982981169,0.41640838266156766,0.75162688005461886,0.89421139217019119
0.098602766847157824,-1.4683609530950714,0.42835471746629616,0.38616950977080799,0.3977940581262811,1.204822117314766,0.46080294445401793,0.52530433624730455,0.73598295939050895
0.1614416583432281,-1.3831702403502575,0.46700726297300243,0.35792422315283312,0.34721606460406707,1.2723525961623037,0.045155537790784045,0.87558548989718576,0.85746945184939061
0.148818252105402,-1.2666977145411977,0.21213155668847242,0.11336481259034886,0.48095321503121413,1.1076358213556277,0.13645029565053401,0.91817822610948752,0.59423928505958223
0.17962369283863577,-1.367944153509479,0.46074445739562631,0.18612592761332147,0.16966636804675106,1.139627142660055,0.22077746781918256,0.58576789055823442,0.90482787642639406
0.1806656822161406,-1.3367512810765592,0.24061582225659553,0.40319896091366803,0.16854372733791845,1.3393315179385454,0.21423715319644204,0.69908136253090669,0.77193256411560385
